,link,title,price,previous_month_bought_count,card_offer,review_rating,delivery_detail
242,https://www.amazon.in/Levis-Mens-Slim-Jeans-A7087-0026_Blue/dp/B0C6QW2T8J/ref=sr_1_298?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-298,Levi's,"₹1,750₹1,750 M.R.P: ₹3,499₹3,499 (50% off)",M.R.P: ,Levi's,4.0 out of 5 stars 45  , FREE Delivery by Amazon
243,https://www.amazon.in/NIFTY-Womens-Denim-Stretchable-1393N_BLK_40_Black_40/dp/B08FRKZNB6/ref=sr_1_299?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-299,Nifty,"₹563₹563 M.R.P: ₹1,799₹1,799 (69% off)",M.R.P: ,Nifty,3.7 out of 5 stars 871  , FREE Delivery by Amazon
244,https://www.amazon.in/Van-Heusen-Regular-Jeans-VXDNCBTFA32184_Navy_34/dp/B0BMQH7B2D/ref=sr_1_301?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-301,Van Heusen,"₹2,414₹2,414 M.R.P: ₹3,499₹3,499 (31% off)",M.R.P: ,Van Heusen,4.6 out of 5 stars 2  , 
245,https://www.amazon.in/Ben-Martin-Regular-Denim-CMB-JJ9DB-JJ3DBNL32/dp/B01LZO8J60/ref=sr_1_302?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-302,Ben Martin,"₹949₹949 M.R.P: ₹4,998₹4,998 (81% off)",M.R.P: ,Ben Martin,"3.6 out of 5 stars 7,333  ", FREE Delivery by Amazon
246,https://www.amazon.in/KOTTY-Womens-Regular-Black-Jeans/dp/B0CQFCMM51/ref=sr_1_303?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-303,KOTTY,"₹442₹442 M.R.P: ₹1,999₹1,999 (78% off)",50+ bought in past month,KOTTY,3.2 out of 5 stars 44  ,FREE Delivery by Amazon
247,https://www.amazon.in/Spykar-Skinny-Jeans-ECSKN-02BA-008_Greyish-Blue_38/dp/B09F6KCHTQ/ref=sr_1_305?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-305,Spykar,"₹949₹949 M.R.P: ₹3,299₹3,299 (71% off)",M.R.P: ,Spykar,4.1 out of 5 stars 41  , FREE Delivery by Amazon
248,https://www.amazon.in/TAGDO-Regular-Trouser-Jeans-Pocket-5170-Light-Grey-34/dp/B0CYH7S2P5/ref=sr_1_36?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q&dib_tag=se&keywords=jeans&qid=1728139528&sprefix=jeans%2Caps%2C212&sr=8-36,TAGDO,"₹379₹379 M.R.P: ₹1,999₹1,999 (81% off)",M.R.P: ,TAGDO,4.3 out of 5 stars 119  ,FREE Delivery by Amazon
249,https://www.amazon.in/AKA-CHIC-Womens-AKCB-1430_Black_30/dp/B07W4878TW/ref=sr_1_306?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-306,AKA CHIC,"₹799₹799 M.R.P: ₹2,399₹2,399 (67% off)",50+ bought in past month,AKA CHIC,"4.0 out of 5 stars 5,382  ", FREE Delivery by Amazon
250,https://www.amazon.in/Levis-Mens-Tapered-Jeans-A7086-0089_Blue/dp/B0CRRXZVNB/ref=sr_1_307?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-307,Levi's,"₹999₹999 M.R.P: ₹2,999₹2,999 (67% off)",M.R.P: ,Levi's,3.0 out of 5 stars 5  , FREE Delivery by Amazon
251,https://www.amazon.in/Urbano-Plus-Pockets-Non-Stretchable-plusjeanlscargop-02-mblue-44/dp/B0D54QG699/ref=sr_1_308?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-308,Urbano Plus,"₹1,189₹1,189 M.R.P: ₹3,199₹3,199 (63% off)",M.R.P: ,Urbano Plus,4.4 out of 5 stars 23  , FREE Delivery by Amazon
252,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfbXRmOjMwMDI2MDg3ODIyNzczMjo6MDo6&url=%2FPepe-Jeans-Mens-PM205710J67_Mid-Used_36W%2Fdp%2FB08322FRZP%2Fref%3Dsr_1_309_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Pepe Jeans,"₹1,379₹1,379 M.R.P: ₹4,599₹4,599 (70% off)",M.R.P: ,Pepe Jeans,3.5 out of 5 stars 6  , FREE Delivery by Amazon
253,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfbXRmOjMwMDI0NzY1MzM1MzUzMjo6MDo6&url=%2FPepe-Jeans-Skinny-Solid-_8905074240760_Blue_36_%2Fdp%2FB08R65K9NR%2Fref%3Dsr_1_310_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Pepe Jeans,"₹1,519₹1,519 M.R.P: ₹3,799₹3,799 (60% off)",M.R.P: ,Pepe Jeans,3.7 out of 5 stars 13  , FREE Delivery by Amazon
254,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfbXRmOjMwMDM0MTI3OTk4OTAzMjo6MDo6&url=%2FNeostreak-Mens-Jeans-neoepsrustsprcrs_Light-Blue_34W%2Fdp%2FB0872PSNN2%2Fref%3Dsr_1_312_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Neostreak,"₹549₹549 M.R.P: ₹1,599₹1,599 (66% off)",M.R.P: ,Neostreak,3.2 out of 5 stars 329  , FREE Delivery by Amazon
255,https://www.amazon.in/Ben-Martin-Relaxed-Jeans-BMW-JJ9-LB-P2-38/dp/B076373D59/ref=sr_1_313?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw&dib_tag=se&keywords=jeans&qid=1728139576&sprefix=jeans%2Caps%2C212&sr=8-313,Ben Martin,"₹499₹499 M.R.P: ₹2,499₹2,499 (80% off)",M.R.P: ,Ben Martin,3.9 out of 5 stars 426  , FREE Delivery by Amazon
256,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfYnRmOjMwMDM1NDgwNDI0OTUzMjo6MDo6&url=%2FAmazon-Brand-Tapered-ST-100_MEDIUM-BLUE_34W%2Fdp%2FB07HZFHQ2D%2Fref%3Dsr_1_315_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-315-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Brand - INKAST,"₹399₹399 M.R.P: ₹2,799₹2,799 (86% off)",100+ bought in past month,Amazon Brand - INKAST,"3.6 out of 5 stars 5,211  ",FREE Delivery by Amazon
257,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfYnRmOjMwMDI0NzY1MzMyNDAzMjo6MDo6&url=%2FPepe-Jeans-Mens-PM207133S643_Green-Indigo%2Fdp%2FB0BT7SLP91%2Fref%3Dsr_1_316_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-316-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pepe Jeans,"₹2,340₹2,340 M.R.P: ₹5,999₹5,999 (61% off)",M.R.P: ,Pepe Jeans,3.7 out of 5 stars 4  , FREE Delivery by Amazon
258,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfYnRmOjMwMDIwMDc1MTkzOTQzMjo6MDo6&url=%2FPepe-Jeans-Mens-Regular-PM207093Q013_Black%2Fdp%2FB0BQHQ8TGC%2Fref%3Dsr_1_317_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-317-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pepe Jeans,"₹1,599₹1,599 M.R.P: ₹3,999₹3,999 (60% off)",M.R.P: ,Pepe Jeans,3.9 out of 5 stars 5  , FREE Delivery by Amazon
259,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzcxMDE5OTIzOTU0ODg0OjE3MjgxMzk1NzY6c3BfYnRmOjMwMDI0NzY1MzM4MTgzMjo6MDo6&url=%2FPepe-Jeans-Chino-PM206216G873_Mid-Indigo_Blue_32%2Fdp%2FB08W9R8GB3%2Fref%3Dsr_1_318_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.LwvCjnk7YACLV_WA3FjBvWI6Nyin89kKanEDhFrm-nx6LXpIXbOz1IAdui-0eiSBtG5FOk_gMNp1EbM55KHr01xMH-dK5LnwRES_GbIcj69GZ3PhNdPul7oEZsmslLmb1j0O1nfUuhhyHdEKyEhCqpSfv9dZvPIWyC7CrBJxi04eGuraTtWTplzr7tvVQdu7OUexYt4ByqpAuSWBbBwXzLASEHc3Aijb7Xsmst7JMtQGyCAfP-oGFFi0zvFL2Rst3VzKfO3n0_3olhmJHBQ3Hg.2BVSo10sqbgfQg7FdrSkXfCmPcjN9vzLiN_kuKqacpw%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139576%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-318-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pepe Jeans,"₹1,439₹1,439 M.R.P: ₹3,599₹3,599 (60% off)",M.R.P: ,Pepe Jeans,3.7 out of 5 stars 8  , FREE Delivery by Amazon
260,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfYXRmX25leHQ6MzAwMjAwNzUxOTM4OTMyOjowOjo&url=%2FPepe-Jeans-Mens-Relaxed-PM207941Q05900028_Blue%2Fdp%2FB0CW9MLV8V%2Fref%3Dsr_1_338_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-338-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Pepe Jeans,"₹1,139₹1,139 M.R.P: ₹3,799₹3,799 (70% off)",M.R.P: ,Pepe Jeans,4.5 out of 5 stars 2  , FREE Delivery by Amazon
261,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfYXRmX25leHQ6MzAwMTQ3NDE5NzYzMDMyOjowOjo&url=%2FPepe-Jeans-Mens-Slim-PM207419G223_MED%2Fdp%2FB0CJ9LB8C7%2Fref%3Dsr_1_339_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-339-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Pepe Jeans,"₹1,613₹1,613 M.R.P: ₹3,399₹3,399 (53% off)",M.R.P: ,Pepe Jeans,3.3 out of 5 stars 3  , FREE Delivery by Amazon
262,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfYXRmX25leHQ6MzAwMzQ1MzA1Mzk3NDMyOjowOjo&url=%2FNeoStreak-Regular-Jeans-neoepsreg_Chocolate-Brown%2Fdp%2FB0D2CGRWNR%2Fref%3Dsr_1_340_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-340-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Neostreak,"₹629₹629 M.R.P: ₹2,299₹2,299 (73% off)",M.R.P: ,Neostreak,3.6 out of 5 stars 34  , FREE Delivery by Amazon
263,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfbXRmOjMwMDI2MDE4MjgyMzgzMjo6MDo6&url=%2FSpykar-Super-Skinny-Jeans-EMDSS1BC004_MID%2Fdp%2FB0C85KSXCP%2Fref%3Dsr_1_341_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-341-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Spykar,"₹899₹899 M.R.P: ₹3,299₹3,299 (73% off)",M.R.P: ,Spykar,1.9 out of 5 stars 4  , FREE Delivery by Amazon
264,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfbXRmOjMwMDI2MDE5MjU0NzUzMjo6MDo6&url=%2FSpykar-Rover-Regular-Mid-Rise-Jeans%2Fdp%2FB0D6BYKY7T%2Fref%3Dsr_1_342_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-342-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Spykar,"₹925₹925 M.R.P: ₹2,899₹2,899 (68% off)",M.R.P: ,Spykar,5.0 out of 5 stars 1  , FREE Delivery by Amazon
265,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDk0OTI3NDk5OTk1OTgzOjE3MjgxMzk1ODE6c3BfbXRmOjMwMDI1MjYxOTIwNTQzMjo6MDo6&url=%2FPeter-England-Skinny-Jeans-PJDNPSKPQ40380_Navy_34%2Fdp%2FB0BKQ9C3QC%2Fref%3Dsr_1_343_sspa%3Fcrid%3D24IEEX0MBW072%26keywords%3Djeans%26qid%3D1728139580%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-343-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Peter England,"₹899₹899 M.R.P: ₹1,999₹1,999 (55% off)",100+ bought in past month,Peter England,3.7 out of 5 stars 193  , FREE Delivery by Amazon
266,https://www.amazon.in/KOTTY-Womens-Cotton-Lycra-Regular/dp/B0BG5XGVYQ/ref=sr_1_38?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q&dib_tag=se&keywords=jeans&qid=1728139528&sprefix=jeans%2Caps%2C212&sr=8-38,KOTTY,"₹399₹399 M.R.P: ₹1,999₹1,999 (80% off)",500+ bought in past month,KOTTY,3.6 out of 5 stars 748  ,FREE Delivery by Amazon
